user_id,recomendations
1010,"[874972, 864279, 1138443, 1071336, 1058404]"
1011,"[874972, 1061982, 1048068, 994223, 944836]"
1012,"[874972, 1029743, 5569230, 916122, 844179]"
1013,"[874972, 1029743, 5569230, 916122, 844179]"
1014,"[833940, 983584, 865026, 5569230, 1029743]"
1015,"[962615, 907099, 13115407, 913210, 6602697]"
1016,"[1110111, 903800, 934948, 1126899, 6602697]"
1017,"[1034176, 5569471, 832678, 1136033, 1116770]"
1018,"[874972, 1131321, 9884698, 1075368, 1070820]"
1019,"[874972, 993379, 1069897, 1106523, 5567325]"
1020,"[9524291, 6632283, 12946027, 994223, 9707078]"
1021,"[874972, 1022097, 1029743, 1106523, 5569230]"
1022,"[874972, 1029743, 5569230, 916122, 844179]"
1023,"[1000493, 833724, 964520, 1044259, 1131830]"
1024,"[1008288, 1138443, 1131384, 1043751, 940947]"
1025,"[9835223, 1039578, 1067954, 12132312, 8090521]"
1026,"[874972, 1029743, 5569230, 916122, 844179]"
1027,"[9832469, 9245106, 1029743, 1106523, 5569230]"
1028,"[874972, 1029743, 5569230, 916122, 844179]"
1029,"[1048257, 6602697, 940947, 1126899, 885290]"
1030,"[874972, 986912, 1029743, 1106523, 5569230]"
1031,"[874972, 1029743, 5569230, 916122, 844179]"
1032,"[874972, 1114811, 1029743, 1106523, 5569230]"
1033,"[874972, 1008032, 976199, 1010185, 1029743]"
1034,"[874972, 1029743, 1106523, 5569230, 916122]"
1035,"[874972, 1029743, 5569230, 916122, 844179]"
1036,"[899019, 5565925, 8090537, 1106523, 936914]"
1037,"[874972, 1029743, 1106523, 5569230, 916122]"
1038,"[874972, 1029743, 5569230, 916122, 844179]"
1039,"[1069312, 1071336, 13841744, 9419422, 972665]"
1040,"[874972, 1048068, 5566472, 1075368, 10344585]"
1041,"[1038663, 936914, 1037631, 1044188, 862335]"
1042,"[874972, 854900, 859427, 916122, 885863]"
1043,"[874972, 1029743, 5569230, 916122, 844179]"
1044,"[874972, 1029743, 5569230, 916122, 844179]"
1045,"[874972, 1035676, 873964, 1043663, 1043751]"
1046,"[874972, 885290, 1007269, 1126899, 888104]"
1047,"[926884, 844179, 819978, 1029743, 1106523]"
1048,"[874972, 935578, 973086, 1101010, 1042571]"
1049,"[874972, 1029743, 1106523, 5569230, 916122]"
1050,"[874972, 972665, 1122358, 1106523, 965842]"
1051,"[874972, 6534578, 1029743, 1106523, 5569230]"
1052,"[874972, 1029743, 5569230, 916122, 844179]"
1053,"[874972, 1092303, 867138, 916993, 866211]"
1054,"[874972, 8293447, 884945, 8090537, 1029743]"
1055,"[874972, 912004, 840227, 1029743, 883202]"
1056,"[874972, 1029743, 1106523, 5569230, 916122]"
1057,"[919766, 8090532, 916993, 1117219, 916990]"
1058,"[1002787, 885697, 1103808, 1044078, 950206]"
1059,"[874972, 1029743, 5569230, 916122, 844179]"
1060,"[874972, 1029743, 1106523, 5569230, 916122]"
1061,"[826666, 1133254, 6534480, 6423911, 1127758]"
1062,"[874972, 890610, 1026118, 957736, 844179]"
1063,"[874972, 1029743, 916122, 5569230, 844179]"
1064,"[906335, 1070820, 919423, 1101010, 1137775]"
1065,"[833940, 9884484, 866211, 944139, 1093697]"
1066,"[874972, 1016800, 945662, 835098, 829722]"
1067,"[826666, 921504, 8293439, 1126899, 5569471]"
1068,"[874972, 1012587, 871061, 986912, 1025611]"
1069,"[1021324, 1016709, 12988031, 1029743, 844179]"
1070,"[12731432, 8090560, 832678, 983584, 1134398]"
1071,"[874972, 1106523, 1055504, 825731, 1022097]"
1072,"[874972, 1029743, 1106523, 5569230, 916122]"
1073,"[874972, 9419487, 961620, 956672, 904777]"
1074,"[1108094, 1037332, 1103691, 10344585, 1074754]"
1075,"[12810391, 957232, 896757, 12301109, 999270]"
1076,"[984680, 880888, 9296919, 1130729, 12811534]"
1077,"[874972, 5569471, 896085, 891632, 972665]"
1078,"[874972, 1117514, 930118, 1126899, 1005456]"
1079,"[874972, 871188, 973086, 828106, 1029743]"
1080,"[874972, 1008032, 5568729, 8090537, 1043663]"
1081,"[874972, 864279, 847066, 972665, 1024319]"
1082,"[874972, 916993, 1004906, 1046584, 7025202]"
1083,"[874972, 1088683, 1120928, 942525, 904148]"
1084,"[874972, 6704207, 956486, 13115375, 934639]"
1085,"[12984576, 5592261, 9677236, 1029743, 845975]"
1086,"[874972, 12731714, 976199, 963835, 854852]"
1087,"[874972, 916122, 844179, 1029743, 5569230]"
1088,"[874972, 969866, 826695, 1093697, 1068719]"
1089,"[826666, 1138292, 12988031, 1029743, 8205418]"
1090,"[874972, 1029743, 5569230, 916122, 844179]"
1091,"[874972, 1029743, 1106523, 5569230, 916122]"
1092,"[874972, 947798, 1029743, 1106523, 5569230]"
1093,"[899019, 10456568, 1029743, 1106523, 5569230]"
1094,"[874972, 1099089, 865511, 1051323, 1034955]"
1095,"[874972, 8090537, 1029743, 1106523, 5569230]"
1096,"[874972, 1005274, 8203851, 878996, 999250]"
1097,"[874972, 834158, 999858, 857130, 1106523]"
1098,"[864893, 1029743, 1088414, 8205418, 9884698]"
1099,"[874972, 8090532, 5568378, 1029743, 1106523]"
1100,"[874972, 1029743, 1106523, 5569230, 916122]"
1101,"[874972, 893867, 1029743, 1106523, 5569230]"
1102,"[874972, 1086483, 1029743, 1106523, 5569230]"
1103,"[12172071, 9835619, 946995, 1126899, 1136719]"
1104,"[874972, 1012801, 7167687, 901656, 5571261]"
1105,"[874972, 5566472, 897671, 1118479, 1082185]"
1106,"[1129049, 8293447, 8273950, 1082185, 1029743]"
1107,"[874972, 1085357, 899624, 839485, 965766]"
1108,"[874972, 1029743, 5569230, 916122, 844179]"
1109,"[948670, 928749, 5570109, 1070820, 1109014]"
1110,"[1775642, 1017201, 1070820, 9527187, 947858]"
1111,"[950638, 946839, 1113111, 1082185, 985889]"
1112,"[874972, 1098284, 999090, 1075368, 9832160]"
1113,"[874972, 1006878, 1106271, 1087081, 1128244]"
1114,"[874972, 1106523, 921504, 1013597, 13189726]"
1115,"[874972, 1029743, 5569230, 916122, 844179]"
1116,"[1137346, 1056509, 944534, 1024051, 1015532]"
1117,"[874972, 5569471, 1004906, 1106523, 7441498]"
1118,"[874972, 1029743, 5569230, 916122, 844179]"
1119,"[874972, 5570048, 993638, 1029743, 1056509]"
1120,"[874972, 1106523, 5569230, 916122, 844179]"
1121,"[874972, 936355, 1029743, 1106523, 5569230]"
1122,"[874972, 1029743, 916122, 5569230, 844179]"
1123,"[874972, 1120559, 1126899, 986912, 5569230]"
1124,"[874972, 1126899, 1127831, 5569230, 916122]"
1125,"[874972, 1029743, 1106523, 5569230, 916122]"
1126,"[874972, 1039627, 907631, 1126899, 7025094]"
1127,"[874972, 981660, 1029743, 1106523, 5569230]"
1128,"[874972, 885290, 1041032, 910673, 13115579]"
1129,"[874972, 12599756, 5568729, 858439, 1022097]"
1130,"[1088771, 9396673, 1072086, 7168431, 12731544]"
1131,"[1065538, 979877, 996444, 1075368, 1074333]"
1132,"[874972, 1029743, 5569230, 916122, 844179]"
1133,"[874972, 5567582, 1122358, 970160, 951412]"
1134,"[1046562, 8276172, 7410019, 920025, 8293447]"
1135,"[1118946, 1029743, 1106523, 5569230, 916122]"
1136,"[874972, 1106523, 9884698, 5569230, 819927]"
1137,"[874972, 969945, 12301405, 935527, 914318]"
1138,"[874972, 13382327, 1015539, 1103147, 8015407]"
1139,"[874972, 1029743, 5569230, 916122, 844179]"
1140,"[874972, 8090521, 901656, 1029743, 6602697]"
1141,"[12731432, 944534, 917384, 1076226, 1093113]"
1142,"[878715, 8293385, 832678, 1067695, 882826]"
1143,"[874972, 12301405, 1029743, 1106523, 5569230]"
1144,"[874972, 1029743, 5569230, 916122, 844179]"
1145,"[874972, 1031087, 1029743, 1106523, 5569230]"
1146,"[1013928, 910032, 910673, 1124695, 933067]"
1147,"[874972, 9526628, 929768, 1016800, 1106523]"
1148,"[874972, 1029743, 1106523, 5569230, 916122]"
1149,"[874972, 5569230, 1029743, 1106523, 5569230]"
1150,"[874972, 5569230, 1044078, 1029743, 916122]"
1151,"[1021225, 962266, 6602729, 950206, 893018]"
1152,"[874972, 8090539, 1029743, 1074333, 6034857]"
1153,"[874972, 1029743, 5569230, 916122, 844179]"
1154,"[1129049, 5569230, 1048849, 1106523, 1001333]"
1155,"[874972, 844697, 827667, 1106523, 1016800]"
1156,"[874972, 872137, 899624, 908064, 1022254]"
1157,"[874972, 1071342, 998556, 1029743, 1106523]"
1158,"[874972, 823530, 1131344, 1106523, 8090521]"
1159,"[874972, 1044259, 830526, 8090532, 1082185]"
1160,"[1134678, 835300, 999858, 969866, 1106523]"
1161,"[874972, 1029743, 5569230, 916122, 844179]"
1162,"[874972, 1106523, 5569230, 916122, 844179]"
1163,"[874972, 12946027, 847241, 1029743, 1056509]"
1164,"[874972, 904833, 1075214, 1070820, 824305]"
1165,"[874972, 1135834, 913210, 1021116, 951190]"
1166,"[874972, 5567702, 1030182, 825703, 1003649]"
1167,"[5566800, 1029743, 895295, 1082185, 1082212]"
1168,"[874972, 866211, 1029743, 1106523, 5569230]"
1169,"[899019, 1044188, 6979518, 12946027, 832678]"
1170,"[874972, 1029743, 1106523, 5569230, 916122]"
1171,"[874972, 1106523, 5569230, 916122, 844179]"
1172,"[1029688, 12132312, 889551, 963686, 1122358]"
1173,"[874972, 1104343, 908064, 1134210, 1029743]"
1174,"[874972, 1116376, 1013597, 1106523, 844179]"
1175,"[1079913, 12946027, 6034857, 8066803, 963365]"
1176,"[874972, 1029743, 5569230, 916122, 844179]"
1177,"[874972, 866211, 1036699, 1062002, 1084036]"
1178,"[874972, 965041, 5570383, 6464165, 1104343]"
1179,"[12262978, 921504, 1131321, 1065979, 1116050]"
1180,"[874972, 899624, 1038985, 1029743, 910673]"
1181,"[1038663, 912451, 893018, 1106523, 854405]"
1182,"[874972, 9836106, 992765, 841220, 1029479]"
1183,"[874972, 1029743, 5569230, 916122, 844179]"
1184,"[874972, 1029743, 5569230, 916122, 844179]"
1185,"[863762, 852360, 1132771, 5569230, 1106523]"
1186,"[12810464, 1055425, 1065167, 1098844, 1080853]"
1187,"[874972, 1017201, 871061, 1044078, 1068719]"
1188,"[874972, 8069350, 1106523, 7409874, 883202]"
1189,"[874972, 878285, 1051781, 1029743, 1106523]"
1190,"[874972, 999104, 10456164, 1029743, 949294]"
1191,"[874972, 983106, 823990, 1081177, 968992]"
1192,"[874972, 6463729, 1043730, 1029743, 1106523]"
1193,"[904997, 1023196, 6034857, 6534074, 1067779]"
1194,"[874972, 993638, 5592610, 1106523, 1029743]"
1195,"[874972, 1042571, 12988031, 1075368, 6514160]"
1196,"[874972, 8090521, 6464165, 1070820, 901062]"
1197,"[1038663, 972665, 1008032, 8090532, 1074333]"
1198,"[874972, 915064, 1029743, 1106523, 5569230]"
1199,"[874972, 1106523, 5569230, 916122, 844179]"
1200,"[874972, 1106523, 5569230, 916122, 844179]"
1201,"[874972, 999104, 902396, 5569327, 1029743]"
1202,"[874972, 880234, 7139529, 999563, 1029743]"
1203,"[874972, 1122358, 12946027, 1106523, 910673]"
1204,"[837569, 13907324, 1097001, 1003257, 1029743]"
1205,"[917384, 1050851, 1004906, 893018, 999779]"
1206,"[874972, 1018740, 9803601, 899459, 1136341]"
1207,"[12731685, 5569374, 13115501, 1029743, 1106523]"
1208,"[947858, 1029743, 883202, 1114653, 1044078]"
1209,"[874972, 960791, 1029743, 1106523, 5569230]"
1210,"[874972, 1029743, 5569230, 916122, 844179]"
1211,"[836445, 866211, 6034857, 6034577, 918598]"
1212,"[874972, 1106523, 5569230, 916122, 844179]"
1213,"[874972, 1074754, 9831882, 1029743, 1106523]"
1214,"[874972, 1029743, 5569230, 916122, 844179]"
1215,"[874972, 883202, 9420337, 1091383, 1125123]"
1216,"[874972, 969568, 893221, 1009187, 999625]"
1217,"[874972, 6534077, 983316, 1075368, 1029743]"
1218,"[874972, 1029743, 831063, 1082212, 1076769]"
1219,"[874972, 10150194, 1029743, 1106523, 5569230]"
1220,"[874972, 1106523, 5569230, 916122, 844179]"
1221,"[948670, 883202, 987006, 1029743, 1055504]"
1222,"[874972, 986912, 9297062, 1031316, 919423]"
1223,"[1021324, 8090537, 906625, 1029743, 5568378]"
1224,"[1012514, 885290, 883003, 1029743, 1022066]"
1225,"[850102, 1006483, 1044188, 1029743, 5565392]"
1226,"[874972, 905636, 1122358, 1070820, 1089025]"
1227,"[874972, 1106523, 834117, 854852, 892314]"
1228,"[874972, 957736, 1001277, 5569471, 10457044]"
1229,"[970747, 9837065, 901397, 892573, 938596]"
1230,"[874972, 5569230, 916122, 1029743, 844179]"
1231,"[874972, 6034857, 866211, 1029743, 1082185]"
1232,"[874972, 1029743, 5569230, 916122, 844179]"
1233,"[874972, 1029743, 5569230, 916122, 844179]"
1234,"[874972, 901776, 9935616, 965842, 885697]"
1235,"[874972, 1043787, 998444, 8249443, 1029743]"
1236,"[1038663, 821741, 13841744, 1037840, 8090521]"
1237,"[874972, 1029743, 5569230, 916122, 844179]"
1238,"[874972, 1019643, 832678, 1024306, 1004906]"
1239,"[997272, 1131321, 901776, 940947, 1115098]"
1240,"[1082627, 1001827, 1084796, 1044259, 865718]"
1241,"[874972, 983659, 1125123, 1075368, 944139]"
1242,"[874972, 963835, 1029743, 1106523, 5569230]"
1243,"[874972, 1029743, 5569230, 916122, 844179]"
1244,"[874972, 1029743, 1106523, 5569230, 916122]"
1245,"[13416117, 919423, 951412, 913210, 969866]"
1246,"[921438, 1098844, 1082185, 1126899, 1029743]"
1247,"[874972, 854852, 824813, 1126899, 8066803]"
1248,"[874972, 1131321, 1132771, 888054, 1106523]"
1249,"[874972, 1029743, 5569230, 916122, 844179]"
1250,"[874972, 1029743, 1106523, 5569230, 916122]"
1251,"[901067, 1082990, 1029743, 1106523, 5569230]"
1252,"[874972, 832678, 5568729, 862318, 1000237]"
1253,"[874972, 1029743, 5569230, 916122, 844179]"
1254,"[874972, 971983, 6034857, 1098844, 999391]"
1255,"[6551861, 5569471, 825659, 1029743, 1106523]"
1256,"[12262978, 1087081, 913671, 986912, 1000542]"
1257,"[874972, 1029743, 5569230, 916122, 844179]"
1258,"[874972, 12946027, 9827950, 5569471, 1110218]"
1259,"[874972, 1006878, 5566307, 916993, 871337]"
1260,"[874972, 1013389, 1076580, 925425, 949257]"
1261,"[874972, 5569471, 9526572, 1133157, 1082185]"
1262,"[874972, 1106523, 5569230, 916122, 844179]"
1263,"[874972, 866211, 1029743, 1106523, 5569230]"
1264,"[874972, 9419888, 1060872, 1106523, 7025362]"
1265,"[874972, 5570383, 1060673, 879504, 1125530]"
1266,"[849202, 13512017, 975180, 1029743, 1106523]"
1267,"[874972, 829852, 1117514, 916122, 1082185]"
1268,"[874972, 1082990, 1029743, 1106523, 5569230]"
1269,"[874972, 1101589, 969866, 1070820, 910032]"
1270,"[874972, 962266, 868548, 1082185, 1026118]"
1271,"[12262830, 895930, 901397, 6533936, 864279]"
1272,"[874972, 991874, 892314, 974766, 898121]"
1273,"[874972, 972143, 5568995, 1133312, 1029743]"
1274,"[1091342, 1138682, 1019643, 1070820, 5569792]"
1275,"[874972, 1029743, 916122, 5569230, 844179]"
1276,"[874972, 958027, 1022254, 1082185, 1029743]"
1277,"[1075007, 1006922, 6463775, 1006483, 8090521]"
1278,"[874972, 1106523, 1029743, 1106523, 5569230]"
1279,"[874972, 957232, 9836195, 1106523, 969866]"
1280,"[874972, 7025250, 1029743, 1106523, 5569230]"
1281,"[12810464, 1043920, 6034857, 1103105, 1131382]"
1282,"[1038663, 933067, 1048849, 1106523, 1025611]"
1283,"[874972, 1029743, 5569230, 916122, 844179]"
1284,"[864893, 1042544, 12731517, 15926886, 922561]"
1285,"[837569, 834572, 15926886, 925364, 5569230]"
1286,"[874972, 1106523, 5569230, 916122, 844179]"
1287,"[874972, 883003, 899459, 965766, 957411]"
1288,"[874972, 899201, 897954, 1029743, 1106523]"
1289,"[874972, 10344585, 1029743, 862035, 1029743]"
1290,"[13506119, 991223, 1051323, 871061, 5592094]"
1291,"[874972, 1097001, 989409, 1106523, 1007414]"
1292,"[874972, 1029743, 1106523, 5569230, 916122]"
1293,"[874972, 5574409, 13115579, 1044078, 883003]"
1294,"[874972, 1131488, 5570882, 1126899, 9884698]"
1295,"[874972, 901062, 999714, 1029743, 899624]"
1296,"[874972, 996269, 880150, 935578, 7467039]"
1297,"[1079913, 1037863, 1064002, 867138, 1026118]"
1298,"[874972, 1068719, 1127025, 1004906, 961979]"
1299,"[874972, 8090537, 9655212, 912004, 1043663]"
1300,"[874972, 1071336, 1123106, 1072693, 1106523]"
1301,"[874972, 1029743, 5569230, 916122, 844179]"
1302,"[874972, 6395907, 8293439, 7166861, 998119]"
1303,"[906844, 833724, 1134483, 9884698, 5569230]"
1304,"[1118623, 1139216, 1106523, 1029743, 1106523]"
1305,"[1103808, 992151, 13841744, 5569230, 1106523]"
1306,"[874972, 893018, 916122, 883003, 1029743]"
1307,"[874972, 12987975, 6034780, 1119405, 854852]"
1308,"[874972, 1106523, 5569230, 916122, 844179]"
1309,"[874972, 1029743, 5569230, 916122, 844179]"
1310,"[874972, 1029743, 5569230, 916122, 844179]"
1311,"[874972, 1029743, 5569230, 916122, 844179]"
1312,"[874972, 5564526, 930118, 829323, 823641]"
1313,"[874972, 1029743, 1106523, 5569230, 916122]"
1314,"[1050741, 1088387, 970605, 894447, 1089954]"
1315,"[874972, 1029743, 5569230, 916122, 844179]"
1316,"[874972, 8090521, 1110244, 1005274, 1029743]"
1317,"[874972, 940090, 873964, 1138292, 5568378]"
1318,"[874972, 9527184, 999391, 941368, 963835]"
1319,"[874972, 1126899, 916122, 1029743, 1106523]"
1320,"[9521787, 853998, 1086483, 965766, 12810464]"
1321,"[9832469, 880150, 872177, 1106523, 1075470]"
1322,"[874972, 1029743, 5569230, 916122, 844179]"
1323,"[874972, 1029743, 5569230, 916122, 844179]"
1324,"[874972, 1131321, 5568732, 1126899, 1018740]"
1325,"[831407, 1010051, 1131321, 6602697, 971922]"
1326,"[947858, 1131321, 829852, 1103105, 12949590]"
1327,"[874972, 1029743, 5569230, 916122, 844179]"
1328,"[836445, 935317, 972143, 1132771, 922561]"
1329,"[962615, 1099089, 1001412, 1008032, 947858]"
1330,"[849202, 1101010, 9419487, 5569230, 856252]"
1331,"[874972, 1022254, 965766, 1029743, 9677236]"
1332,"[1111035, 1136719, 1098844, 12757544, 1135476]"
1333,"[1029688, 6533608, 923789, 1126899, 888586]"
1334,"[874972, 1106523, 8090509, 1054185, 1115576]"
1335,"[874972, 1047076, 1098844, 1009187, 12782182]"
1336,"[874972, 899624, 1009770, 1132771, 1029743]"
1337,"[1069863, 875392, 6391080, 7152455, 923670]"
1338,"[874972, 843464, 971585, 1106523, 1069538]"
1339,"[874972, 1029743, 916122, 5569230, 844179]"
1340,"[874972, 5569230, 9419487, 1068719, 902377]"
1341,"[874972, 990797, 1056267, 1121384, 1029743]"
1342,"[874972, 5591939, 1029743, 1106523, 5569230]"
1343,"[874972, 1029743, 5569230, 916122, 844179]"
1344,"[874972, 1106523, 916122, 5569230, 844179]"
1345,"[874972, 1001277, 9935616, 1029743, 916122]"
1346,"[874972, 961021, 1029743, 1106523, 5569230]"
1347,"[849202, 7152455, 951412, 1037840, 1029743]"
1348,"[874972, 1029743, 5569230, 916122, 844179]"
1349,"[874972, 5569230, 916122, 1029743, 844179]"
1350,"[9835223, 1132771, 1031864, 1106523, 832678]"
1351,"[874972, 1029743, 1106523, 5569230, 916122]"
1352,"[874972, 1116741, 13380863, 1138682, 915493]"
1353,"[874972, 1138682, 939546, 8090521, 13417139]"
1354,"[874972, 1018822, 996269, 844697, 945662]"
1355,"[874972, 1029743, 5569230, 916122, 844179]"
1356,"[874972, 1068561, 1070820, 1029743, 1106523]"
1357,"[874972, 5569471, 6552565, 1029743, 1106523]"
1358,"[10198378, 8090537, 883003, 1029743, 924967]"
1359,"[874972, 5569230, 1126899, 916122, 844179]"
1360,"[837569, 1076954, 1133157, 1029743, 1106523]"
1361,"[874972, 1101010, 916122, 860167, 7025326]"
1362,"[1018818, 866211, 1024306, 7169088, 921406]"
1363,"[874972, 1126899, 8090521, 916122, 844179]"
1364,"[1065017, 972665, 940947, 947201, 999714]"
1365,"[874972, 1029743, 5569230, 916122, 844179]"
1366,"[5566800, 6463724, 1123959, 1126899, 14106445]"
1367,"[1002787, 1131321, 1087081, 1116635, 6533936]"
1368,"[874972, 1006878, 1113111, 1070820, 1131488]"
1369,"[9831557, 1026118, 970202, 1095944, 1104343]"
1370,"[874972, 875392, 871061, 5563693, 8090539]"
1371,"[874972, 1106523, 916122, 5569230, 844179]"
1372,"[874972, 1046957, 954673, 5569230, 1106523]"
1373,"[874972, 854754, 1051468, 6034857, 835098]"
1374,"[874972, 1122358, 854133, 1106523, 1133254]"
1375,"[874972, 1070820, 944137, 6034857, 916122]"
1376,"[1034176, 1136341, 896292, 960613, 847066]"
1377,"[874972, 1029743, 916122, 5569230, 844179]"
1378,"[6552318, 7025326, 916122, 9653535, 833724]"
1379,"[874972, 914318, 6602729, 5568072, 1044188]"
1380,"[874972, 1106523, 916122, 5569230, 844179]"
1381,"[874972, 1029743, 5569230, 916122, 844179]"
1382,"[1021324, 8090532, 834117, 1029743, 1133850]"
1383,"[9677366, 940947, 999104, 12781829, 909714]"
1384,"[874972, 1133101, 896862, 844179, 916122]"
1385,"[1038663, 6534077, 1133254, 835300, 972143]"
1386,"[874972, 1029743, 1106523, 5569230, 916122]"
1387,"[874972, 1009187, 910473, 880427, 1017369]"
1388,"[904129, 5566309, 7442008, 1022066, 873577]"
1389,"[874972, 925694, 866211, 1098844, 10456152]"
1390,"[874972, 1126899, 1018809, 5569230, 844179]"
1391,"[970866, 1008032, 965842, 916993, 1019942]"
1392,"[900175, 1070845, 1055504, 1070820, 5569471]"
1393,"[950638, 1101437, 1120261, 1010259, 12757544]"
1394,"[874972, 5568249, 887325, 1101437, 9677236]"
1395,"[906844, 13776705, 1029743, 1106523, 5569230]"
1396,"[874972, 1126899, 1127831, 5569230, 916122]"
1397,"[874972, 961979, 12811534, 1106523, 918046]"
1398,"[874972, 5569374, 1029743, 1106523, 5569230]"
1399,"[874972, 956902, 1082185, 1116741, 1029743]"
1400,"[874972, 1029743, 5569230, 916122, 844179]"
1401,"[874972, 6391532, 1029743, 1106523, 5569230]"
1402,"[874972, 1106523, 1029743, 1106523, 5569230]"
1403,"[874972, 870547, 859426, 1029743, 1106523]"
1404,"[874972, 1138443, 5568729, 1078100, 1121360]"
1405,"[1069506, 5569471, 970747, 1029743, 844179]"
1406,"[860248, 9655482, 1018740, 1029743, 5568447]"
1407,"[1111080, 7462562, 1069522, 1112825, 1029743]"
1408,"[874972, 1029743, 1106523, 5569230, 916122]"
1409,"[1021324, 6534030, 982790, 1116050, 913210]"
1410,"[874972, 1131374, 1031316, 1029743, 906443]"
1411,"[874972, 1029743, 5569230, 916122, 844179]"
1412,"[874972, 8181159, 1054262, 1032512, 8090539]"
1413,"[874972, 1044078, 1082212, 1029743, 1106523]"
1414,"[874972, 1029743, 1106523, 5569230, 916122]"
1415,"[874972, 1125123, 1029743, 1106523, 5569230]"
1416,"[874972, 1029743, 5569230, 916122, 844179]"
1417,"[874972, 1068719, 1123842, 1068561, 13506200]"
1418,"[1048257, 1070820, 1006878, 6463775, 1029743]"
1419,"[1014732, 1041531, 10456568, 1094308, 957232]"
1420,"[874972, 912004, 919423, 6464074, 944139]"
1421,"[874972, 835098, 849505, 8090521, 1029743]"
1422,"[874972, 1029743, 5569230, 916122, 844179]"
1423,"[874972, 844179, 947326, 13008334, 5981267]"
1424,"[874972, 999714, 893018, 1029743, 1024306]"
1425,"[5995129, 1124695, 883003, 1101010, 5569471]"
1426,"[874972, 6632283, 8090537, 913210, 1125123]"
1427,"[874972, 1031087, 1013597, 1005274, 9553042]"
1428,"[874972, 1099089, 983584, 8090532, 976199]"
1429,"[874972, 996269, 1024319, 878996, 6424472]"
1430,"[906844, 1131321, 986912, 885290, 904521]"
1431,"[874972, 1106523, 5569230, 916122, 12301109]"
1432,"[874972, 1106523, 5569230, 916122, 844179]"
1433,"[874972, 1029743, 1106523, 5569230, 916122]"
1434,"[1004436, 8177622, 912817, 1075368, 13381584]"
1435,"[874972, 1106523, 5569230, 916122, 844179]"
1436,"[874972, 1029743, 916122, 5569230, 844179]"
1437,"[1129049, 892314, 1075283, 5569230, 893018]"
1438,"[874972, 834303, 863632, 1029743, 1106523]"
1439,"[974156, 1029743, 6034857, 986912, 1050851]"
1440,"[874972, 6034857, 893018, 1101010, 1018740]"
1441,"[874972, 1029743, 916122, 5569230, 844179]"
1442,"[874972, 1029743, 5569230, 916122, 844179]"
1443,"[906844, 1029743, 1106523, 5569230, 916122]"
1444,"[874972, 1106523, 5569230, 916122, 844179]"
1445,"[921438, 834117, 10198378, 951412, 8090509]"
1446,"[874972, 1026984, 988697, 842423, 972931]"
1447,"[874972, 1029743, 1106523, 5569230, 916122]"
1448,"[874972, 1029743, 1012922, 9707240, 1029743]"
1449,"[874972, 5569230, 916122, 1029743, 844179]"
1450,"[874972, 824305, 965693, 1082269, 979707]"
1451,"[874972, 7462562, 6602697, 936117, 6443350]"
1452,"[1013928, 1096290, 922736, 1075175, 1029743]"
1453,"[1069863, 8090513, 957951, 986912, 1092588]"
1454,"[879734, 6464165, 883003, 1082185, 8019977]"
1455,"[874972, 1029743, 5569230, 916122, 844179]"
1456,"[874972, 1029743, 916122, 5569230, 844179]"
1457,"[944018, 986912, 1025611, 1106523, 1104649]"
1458,"[833940, 915493, 1025611, 5567702, 962266]"
1459,"[1002787, 856252, 1001277, 923670, 857130]"
1460,"[874972, 7166861, 1027849, 966684, 1029743]"
1461,"[874972, 1074754, 8019273, 885290, 923670]"
1462,"[13003101, 1024306, 1071336, 936914, 1131382]"
1463,"[874972, 5569471, 1087081, 986912, 1037332]"
1464,"[874972, 1106523, 5569230, 916122, 844179]"
1465,"[874972, 854754, 825703, 921406, 6034857]"
1466,"[874972, 1029743, 1106523, 5569230, 916122]"
1467,"[874972, 7409618, 965041, 986912, 12648296]"
1468,"[874972, 1029743, 5569230, 916122, 844179]"
1469,"[874972, 5569230, 844179, 1029743, 916122]"
1470,"[874972, 9677874, 857130, 1063739, 1070820]"
1471,"[12731685, 834117, 883940, 934427, 1029743]"
1472,"[874972, 1106523, 5569230, 916122, 844179]"
1473,"[874972, 5567874, 1131506, 1126899, 938118]"
1474,"[874972, 976199, 1004906, 1106523, 844179]"
1475,"[1048257, 888586, 1061402, 6533936, 1027835]"
1476,"[9677366, 1003616, 994223, 823099, 1004906]"
1477,"[874972, 1061402, 940947, 961979, 1029743]"
1478,"[874972, 1029743, 5569230, 916122, 844179]"
1479,"[6979415, 1058709, 1074333, 1099905, 13115914]"
1480,"[874972, 1029743, 5569230, 916122, 844179]"
1481,"[874972, 5568489, 1050851, 1109615, 910673]"
1482,"[874972, 1029743, 5569230, 916122, 844179]"
1483,"[874972, 8090521, 5570408, 13115501, 1130951]"
1484,"[874972, 1016298, 1104343, 1004906, 880150]"
1485,"[878715, 1106523, 1029743, 1106523, 5569230]"
1486,"[874972, 921504, 7024847, 1137775, 1063577]"
1487,"[970747, 1075368, 832678, 940947, 5569230]"
1488,"[874972, 899624, 990256, 1126899, 5569230]"
1489,"[849202, 1058709, 6534074, 965530, 7166672]"
1490,"[874972, 13008334, 993638, 9297574, 987234]"
1491,"[874972, 854852, 15926886, 1031087, 898554]"
1492,"[874972, 896085, 909714, 1050851, 6904666]"
1493,"[874972, 8090521, 1029743, 1106523, 5569230]"
1494,"[874972, 1081177, 1104349, 1068719, 12302069]"
1495,"[874972, 832442, 7155863, 908318, 1038745]"
